timestamp,pod_name,namespace,cpu_allocation_efficiency,memory_allocation_efficiency,disk_io,network_latency,node_temperature,node_cpu_usage,node_memory_usage,event_type,event_message,scaling_event,pod_lifetime_seconds,failure_type
01/01/2023 04:03,pod_14629,kube-system,0.503972567,0.543012453,26.53407692,90.6433464,81.30005167,14.50342813,70.13625688,Warning,Started,True,72256,overheating
01/01/2023 00:44,pod_2678,prod,0.095452194,0.51912878,850.5211757,29.48837069,85.24192571,90.61822331,24.32662527,Warning,OOMKilled,False,147451,memory_exhaustion
01/01/2023 01:01,pod_3708,default,0.717242348,0.231135203,518.9902028,29.77684727,54.22989639,62.35685524,3.765727648,Warning,Killed,False,98451,pod_termination
01/01/2023 02:46,pod_9987,dev,0.96881907,0.775412305,224.3264339,135.8208874,54.75312002,6.376566628,88.47158538,Normal,Failed,False,135761,normal
01/01/2023 00:46,pod_2805,default,0.745228473,0.748713019,96.74892044,52.25335234,65.46371685,4.999133382,96.58540018,Warning,Failed,True,32660,pod_failure
01/01/2023 00:24,pod_1453,dev,0.089351669,0.040730787,892.5478035,164.3525552,70.69166405,51.42129558,46.29479486,Warning,Completed,False,77148,network_latency_issue
01/01/2023 04:00,pod_14421,prod,0.064278399,0.627261224,997.2764157,151.9363324,33.7406141,83.09272284,74.82099821,Error,Failed,False,5833,pod_failure
01/01/2023 02:46,pod_9999,prod,0.132067732,0.46908111,707.8863369,197.2959704,48.95002859,87.48197686,45.1585291,Error,Failed,True,2245,pod_failure
01/01/2023 00:38,pod_2319,default,0.309910123,0.094284297,307.8932506,46.47588449,99.29106459,45.34367144,72.52229248,Normal,OOMKilled,False,27539,overheating
01/01/2023 03:51,pod_13882,kube-system,0.440928173,0.757919806,757.60767,116.0269495,96.39699908,4.526936442,8.900673137,Warning,Started,False,30835,overheating
01/01/2023 03:30,pod_12608,dev,0.25720473,0.026696682,834.4831836,91.52700216,64.36816732,45.09513707,61.86404268,Error,Completed,True,38920,normal
01/01/2023 02:02,pod_7333,prod,0.96618178,0.473525731,852.1988954,108.0953537,43.17072556,34.95553568,83.73590771,Error,Failed,True,188260,pod_failure
01/01/2023 01:00,pod_3651,prod,0.167552144,0.794243679,351.5197078,56.49285673,91.08662078,36.67640142,61.4533429,Normal,Failed,True,93609,overheating
01/01/2023 00:38,pod_2288,prod,0.997000912,0.065498934,676.0796997,74.22257214,48.78074461,2.775666524,28.42789406,Warning,OOMKilled,True,47666,memory_exhaustion
01/01/2023 01:00,pod_3623,prod,0.778804506,0.702433384,81.40874835,14.09941348,25.08770869,42.69401572,50.65686792,Warning,Failed,True,125826,pod_failure
01/01/2023 03:46,pod_13618,prod,0.309350834,0.062542742,71.09746533,129.2221676,83.23185082,24.43124739,39.40251109,Warning,Completed,False,123537,overheating
01/01/2023 01:21,pod_4878,prod,0.24769269,0.166839086,265.295293,180.6974598,62.99750867,26.49063994,9.923890122,Normal,Killed,False,106,network_latency_issue
01/01/2023 00:28,pod_1713,default,0.171354066,0.119117443,197.8056778,34.66703358,36.13472528,33.47045172,76.29023188,Normal,Failed,False,113249,normal
01/01/2023 04:01,pod_14505,default,0.990583292,0.095695031,39.17836175,122.2477097,27.09782601,25.50643519,2.354738984,Normal,Started,False,195146,normal
01/01/2023 00:59,pod_3589,default,0.623114904,0.661091358,474.522325,111.570077,87.49348213,96.96262171,89.23538315,Normal,OOMKilled,True,37774,cpu_exhaustion
01/01/2023 02:37,pod_9466,kube-system,0.80225039,0.467610838,725.9580838,144.7872968,68.71133593,41.67986901,9.321246772,Normal,Killed,True,66917,normal
01/01/2023 01:25,pod_5155,kube-system,0.685479466,0.76997378,654.3220452,194.3123066,93.54201247,11.66168032,47.88596101,Warning,Killed,True,179815,pod_termination
01/01/2023 03:29,pod_12594,default,0.53669482,0.156722263,448.565445,113.1411298,59.59659315,59.9081562,80.37148469,Normal,Killed,False,121827,normal
01/01/2023 03:47,pod_13673,prod,0.02566022,0.712896953,405.5422159,28.5692666,43.04539085,34.14248545,64.96211054,Normal,Killed,False,34134,normal
01/01/2023 01:01,pod_3669,default,0.354851123,0.248691509,768.4952261,125.4288362,67.20824293,97.24973064,65.9714526,Error,OOMKilled,True,95102,memory_exhaustion
01/01/2023 03:58,pod_14324,prod,0.34883143,0.20908505,148.7700161,114.6325089,60.73386381,53.13464716,94.22932047,Normal,Killed,False,15311,memory_exhaustion
01/01/2023 03:45,pod_13524,prod,0.910233845,0.601798481,913.0329149,15.33353423,37.3169812,15.41594164,10.75380834,Warning,Failed,True,158324,pod_failure
01/01/2023 02:19,pod_8384,kube-system,0.647338064,0.090079157,850.0524104,8.126640627,25.81111592,79.1091368,85.11412516,Normal,Completed,True,152584,normal
01/01/2023 03:56,pod_14210,kube-system,0.655319887,0.898323823,377.9505774,114.1962211,44.79527785,88.94531956,14.11332161,Warning,Killed,False,86376,pod_termination
01/01/2023 01:13,pod_4387,dev,0.261070819,0.694338835,551.7776628,130.447122,24.64808491,82.32683338,88.16448902,Warning,Killed,True,81799,pod_termination
01/01/2023 02:32,pod_9123,default,0.077606529,0.550576829,292.210363,156.6478089,96.92453887,91.32555744,0.958760873,Warning,Completed,False,102624,cpu_exhaustion
01/01/2023 02:11,pod_7894,dev,0.032738493,0.367704999,88.00633216,118.5104593,96.80767432,69.33671446,77.89984561,Error,Failed,False,66173,pod_failure
01/01/2023 00:24,pod_1489,kube-system,0.112764468,0.018725922,857.1501591,149.7358365,62.37044816,4.471727843,92.9382471,Normal,Killed,True,79461,memory_exhaustion
01/01/2023 00:26,pod_1606,prod,0.031515307,0.422617563,574.5549732,103.3874598,45.15325342,14.45847052,84.09100873,Error,OOMKilled,True,85862,memory_exhaustion
01/01/2023 02:23,pod_8594,default,0.038795316,0.648240632,449.5859307,22.66703582,93.38321422,16.6775284,81.6559752,Warning,Completed,True,2884,overheating
01/01/2023 02:22,pod_8528,default,0.910314573,0.698296012,160.1977196,9.105381004,68.56380971,46.61589077,36.45479534,Warning,OOMKilled,True,164902,memory_exhaustion
01/01/2023 00:23,pod_1402,prod,0.294519222,0.831426452,505.5397812,138.9636805,98.42790419,52.45011022,65.30101398,Warning,Started,True,139742,overheating
01/01/2023 02:36,pod_9387,prod,0.284063088,0.909943261,640.3012871,45.97875019,79.83934437,16.59198452,82.09639367,Normal,Failed,True,69389,normal
01/01/2023 00:58,pod_3519,kube-system,0.691619355,0.901969159,771.6217944,153.6919177,33.55322059,0.866002058,86.17496852,Warning,Started,True,167242,network_latency_issue
01/01/2023 00:54,pod_3297,dev,0.813382565,0.330364975,874.0169215,198.3293423,95.62179024,44.00537245,6.354502177,Error,Killed,True,91312,pod_termination
01/01/2023 00:16,pod_1006,kube-system,0.318244482,0.106919979,589.079259,70.3468758,84.05710916,46.98622345,54.31131012,Error,Failed,False,181728,pod_failure
01/01/2023 00:46,pod_2791,dev,0.942869869,0.122215351,58.89243248,93.80783994,69.16075267,6.268983456,96.94685581,Warning,Started,False,85710,memory_exhaustion
01/01/2023 00:45,pod_2704,kube-system,0.800921246,0.526010144,238.6011486,37.21672048,74.26837585,9.790366538,90.31958936,Error,OOMKilled,False,127223,memory_exhaustion
01/01/2023 01:33,pod_5613,default,0.234981488,0.236961125,166.6663178,151.5678742,89.40033062,64.47005571,37.48219198,Normal,OOMKilled,False,162534,network_latency_issue
01/01/2023 03:53,pod_14030,dev,0.151818184,0.999447244,252.7543723,172.4740327,36.39919725,4.855117423,10.15302404,Normal,OOMKilled,False,49969,network_latency_issue
01/01/2023 01:34,pod_5683,dev,0.260202245,0.605689174,652.9473476,155.0649922,21.09474652,9.750299605,99.80034267,Error,Failed,True,102365,pod_failure
01/01/2023 03:24,pod_12287,kube-system,0.049208408,0.490012097,870.2659052,61.56221697,41.66018974,68.76798748,18.56369427,Normal,Started,True,160822,normal
01/01/2023 01:30,pod_5400,default,0.553358899,0.749267944,298.5862907,62.67553632,36.16015621,8.524783332,98.75545782,Warning,Killed,True,137365,pod_termination
01/01/2023 00:39,pod_2357,kube-system,0.446871351,0.427355849,956.7426627,148.9260991,21.49608297,83.08986922,16.70553279,Error,Completed,False,131765,disk_io_bottleneck
01/01/2023 04:04,pod_14680,dev,0.695898766,0.04159341,835.2627036,75.08106421,22.6528982,44.36559283,0.738762675,Error,Failed,False,182668,pod_failure
01/01/2023 00:04,pod_290,default,0.347117455,0.901021709,390.2737262,56.4855237,68.29485337,35.10418106,12.67322738,Error,Failed,True,110250,pod_failure
01/01/2023 03:28,pod_12534,prod,0.635410913,0.416369784,179.1663216,142.4870917,47.2315281,86.1100639,17.0508859,Warning,Started,True,163173,normal
01/01/2023 01:38,pod_5908,default,0.606760646,0.84969172,726.2575376,72.80270664,90.83493579,90.68016481,38.21523141,Warning,Killed,False,118145,pod_termination
01/01/2023 03:50,pod_13818,kube-system,0.232691093,0.024623908,722.9021066,177.3699544,66.16248306,69.13479335,77.74454269,Warning,Completed,True,169900,network_latency_issue
01/01/2023 01:49,pod_6594,default,0.18655472,0.808927891,160.1111802,121.9923434,51.05250037,59.6047614,17.72306089,Warning,Started,False,179098,normal
01/01/2023 00:01,pod_88,kube-system,0.431436016,0.517035453,494.8441583,33.9613621,82.27727313,13.87601381,33.60856273,Normal,Failed,False,2601,overheating
01/01/2023 03:36,pod_12998,default,0.324289224,0.848836466,806.2909517,32.17649361,95.31967067,61.10977829,64.46142116,Error,Completed,False,161778,overheating
01/01/2023 00:37,pod_2232,prod,0.351455005,0.783208392,447.2673189,156.1566231,70.54991725,32.11048521,95.61265886,Error,Killed,True,46296,pod_termination
01/01/2023 02:17,pod_8273,kube-system,0.918491568,0.708520438,74.86418618,160.075739,95.5637178,63.07635244,51.12299024,Warning,Failed,False,124508,pod_failure
01/01/2023 02:35,pod_9322,prod,0.411610721,0.615524116,798.1626772,22.96517693,53.94681355,49.51985099,12.39465953,Error,OOMKilled,False,63913,memory_exhaustion
01/01/2023 02:12,pod_7964,kube-system,0.131740667,0.00614261,829.3191331,38.77238972,25.88014472,30.57620457,33.99277261,Error,Completed,True,79678,normal
01/01/2023 02:30,pod_9037,prod,0.68398878,0.642944895,472.1663325,188.8456766,32.57240675,22.71901353,89.02383259,Error,OOMKilled,True,59785,memory_exhaustion
01/01/2023 03:10,pod_11408,dev,0.412925178,0.142377478,532.0836555,3.028651359,77.19463985,91.21472588,21.61116311,Normal,OOMKilled,True,36958,cpu_exhaustion
01/01/2023 02:19,pod_8391,prod,0.406413345,0.877450237,625.5890608,165.1666747,54.18551055,55.17020752,98.94184255,Warning,Failed,False,167253,pod_failure
01/01/2023 03:15,pod_11749,default,0.996903565,0.605576573,187.6426568,49.10071174,89.76597712,32.75519701,32.10399645,Error,Started,False,73460,overheating
01/01/2023 00:17,pod_1056,kube-system,0.288512866,0.662096806,30.54498801,32.10263306,96.50944936,68.19846418,99.54265679,Error,Completed,True,180817,memory_exhaustion
01/01/2023 00:15,pod_903,default,0.449042556,0.500664914,96.38314938,30.35745319,70.09516845,81.41314956,87.93409497,Warning,Started,True,36701,normal
01/01/2023 03:57,pod_14220,default,0.907943145,0.982673532,265.1099451,184.650706,73.18426879,47.15247765,86.8004842,Normal,Killed,False,3595,network_latency_issue
01/01/2023 03:47,pod_13626,kube-system,0.295622849,0.891596438,624.8587089,61.62323522,89.48131365,54.16689936,52.76713992,Warning,Completed,True,190702,overheating
01/01/2023 00:33,pod_2039,kube-system,0.382973613,0.267486554,481.9974815,197.0875311,49.9077785,45.90110029,74.20325182,Normal,Completed,False,74356,network_latency_issue
01/01/2023 00:26,pod_1611,dev,0.154313126,0.738827677,538.5805011,116.0605885,77.24887171,8.242962126,83.33504018,Error,OOMKilled,True,5713,memory_exhaustion
01/01/2023 04:01,pod_14519,default,0.99445815,0.539369162,691.5504822,110.7156403,46.11629789,28.71426499,27.93066512,Warning,Started,True,1799,normal
