pod_name,namespace,cpu_allocation_efficiency,memory_allocation_efficiency,disk_io,network_latency,node_temperature,node_cpu_usage,node_memory_usage,event_message,scaling_event,pod_lifetime_seconds,predicted_failure,predicted_failure_label
2963,1,0.788610851,0.46044056,599.3127903,100.3684802,29.9140143,29.94506278,21.55174839,0,True,92712,4,normal
3147,1,0.987655418,0.618341669,214.3966804,52.36986967,30.05771761,89.0473781,7.251464753,0,True,170481,4,normal
3375,1,0.2666997,0.905703569,448.1711342,117.912728,48.0208375,72.54931334,31.49770412,2,True,18949,7,pod_termination
1666,2,0.673445204,0.291571122,348.8801074,62.89070298,24.32004889,90.03086517,65.9032166,0,False,130820,0,cpu_exhaustion
2256,1,0.593833772,0.434373583,131.9878092,157.6427601,23.29421614,49.86529427,89.57647652,4,False,72516,3,network_latency_issue
1487,2,0.122107023,0.646658398,53.58687323,127.1688438,45.13650936,73.02554982,35.3694168,4,True,151135,4,normal
1736,3,0.757042337,0.388482692,899.638292,61.21765962,75.43832794,4.826890634,9.850255279,4,True,169376,4,normal
3882,0,0.464093606,0.855874773,20.24809877,59.15523094,63.90588246,95.43581735,81.56686506,2,True,114313,7,pod_termination
358,0,0.071422053,0.824917947,509.9674247,62.5054843,92.77023403,39.55087751,38.31515492,2,False,61490,7,pod_termination
1865,3,0.20512507,0.444217172,160.8863366,183.6771683,85.91042086,7.871160535,20.57090629,2,True,53887,7,pod_termination
4696,1,0.00463192,0.782827745,918.6310046,3.708096267,72.6255131,27.68632746,57.2731274,1,True,63122,6,pod_failure
896,0,0.698708546,0.680250664,401.3780769,96.33433118,58.54205538,96.43156833,56.87852927,0,False,192624,0,cpu_exhaustion
4522,1,0.608786402,0.286546363,861.1103727,13.97329092,96.66774932,72.86856745,2.973761558,4,False,75986,5,overheating
3212,3,0.704802417,0.249349025,224.397526,154.7062781,85.25917414,91.62671207,59.73182339,3,True,26074,2,memory_exhaustion
317,2,0.652025482,0.193987434,603.6840632,106.7243219,27.78589151,61.97671061,47.05893855,0,False,51233,4,normal
451,2,0.992631496,0.523015136,662.9572901,76.72102019,61.40727401,93.60201157,92.95688927,0,False,156989,0,cpu_exhaustion
129,0,0.494271787,0.703798068,989.9123217,88.01817475,47.25385115,28.9021998,76.51551862,2,True,81858,1,disk_io_bottleneck
2661,2,0.964780551,0.805253996,767.2400306,105.35012,38.0342247,31.54128922,12.0793415,4,True,70114,4,normal
1897,1,0.456245564,0.969670337,939.8004023,186.4225596,20.29584189,10.72464471,31.4624283,3,True,118601,1,disk_io_bottleneck
2596,0,0.899757538,0.282596712,395.8251737,43.29367987,35.25526186,27.2861079,36.10709428,3,False,139306,2,memory_exhaustion
4410,0,0.877220903,0.484487937,275.7167295,176.3890605,57.52461061,37.13989376,6.98842626,3,True,168426,2,memory_exhaustion
3404,2,0.088207395,0.186151983,366.3534133,172.8632582,20.05271603,30.82638211,17.85032868,2,False,144246,7,pod_termination
4205,2,0.592601367,0.363175047,358.4970092,64.32669773,72.61591121,53.82284881,19.79913881,1,False,170951,6,pod_failure
3460,1,0.482614003,0.571840668,11.75213039,90.21858789,68.98876354,83.94248418,76.06439398,0,True,152019,4,normal
3006,0,0.414494977,0.914422716,742.0407773,87.12441019,39.53972912,83.91802101,89.75815264,2,False,56373,7,pod_termination
1195,3,0.924532319,0.637201967,275.1807773,50.1884785,60.41618961,34.13770602,98.44720861,2,False,170771,7,pod_termination
1765,0,0.450987701,0.866987168,516.6744955,169.3616652,53.46866913,95.58126322,96.34967713,1,False,5771,0,cpu_exhaustion
401,1,0.954190625,0.624765661,625.9596951,113.1859142,71.91993678,64.14791674,81.67911694,0,True,182642,4,normal
2226,2,0.895132377,0.121584191,51.22218628,104.5723751,74.11834343,67.73815768,22.3203713,4,False,15808,4,normal
4003,3,0.094319651,0.34527207,831.9646135,8.375137398,55.17255677,50.50044612,65.40201761,1,False,29605,6,pod_failure
4980,0,0.953298282,0.567912405,535.7985094,177.5208357,26.6688864,41.7102736,9.982894108,1,False,160905,3,network_latency_issue
1652,2,0.712491085,0.534721696,672.5373124,50.2578353,34.06018737,18.37014032,64.68102277,0,True,8240,4,normal
296,3,0.943849558,0.026757669,961.4874469,14.42513134,99.5209297,95.22511974,53.42287357,2,False,83066,7,pod_termination
1621,2,0.20746352,0.846745935,386.0628228,176.0895313,30.98649062,10.20568273,18.08505681,2,True,155631,7,pod_termination
945,1,0.196198063,0.462683721,509.8950179,101.8867241,33.41814446,23.69770691,87.31514091,0,False,133279,4,normal
4541,2,0.725679547,0.417761234,681.1367787,48.78593374,53.32547058,22.83592883,21.08464196,4,True,11571,4,normal
3956,1,0.68255154,0.843270722,556.0778184,141.4194321,90.13894465,56.43462232,80.07796949,1,False,140969,6,pod_failure
3076,3,0.098080082,0.566700679,232.0238968,77.97576603,61.98720818,88.87826146,19.10323411,0,True,136882,4,normal
4610,0,0.724430885,0.838381002,141.093318,130.1631952,72.92710249,57.05271734,70.47763531,0,False,15062,4,normal
2960,1,0.742276464,0.578359559,345.3243357,32.25992807,25.34641949,71.85546601,38.95189031,1,False,91924,6,pod_failure
1575,2,0.124073556,0.168430686,731.6135224,62.54548118,54.04700314,88.43583743,38.63525592,0,False,142514,4,normal
1427,3,0.189531043,0.934108257,758.5471765,47.32951315,70.15036673,14.12142283,39.36878228,3,False,46720,2,memory_exhaustion
620,0,0.347205957,0.580245356,61.12176214,164.7076708,41.16393865,19.34960238,40.74278371,2,False,147339,7,pod_termination
3017,2,0.826730413,0.078214407,261.5521203,20.16973191,49.6743374,54.65761427,12.94682354,0,True,105803,4,normal
3520,1,0.803827422,0.175312834,476.1090632,44.50666127,99.35511748,89.61132948,32.96944696,0,False,187477,5,overheating
1378,3,0.993594037,0.118660917,694.1536973,100.7128733,54.20399808,83.9184529,43.65168614,1,True,139705,6,pod_failure
207,0,0.813841654,0.639614986,987.0325261,56.59107594,42.44400011,65.01225298,98.74508428,0,True,39262,2,memory_exhaustion
3240,0,0.092683382,0.589060181,829.1690848,180.8589014,75.48203799,64.84216102,90.63765387,1,False,182710,2,memory_exhaustion
1422,0,0.375680757,0.65814486,63.95290651,169.9333683,53.14780362,49.06994569,58.96643573,4,True,37293,3,network_latency_issue
1971,1,0.73637645,0.268958835,894.4099775,128.6086064,58.88666249,14.58530909,79.88303776,0,False,174583,4,normal
3853,1,0.657235798,0.956612268,665.677372,170.5107934,40.32538561,52.51648748,26.90588676,4,False,187890,3,network_latency_issue
2367,0,0.002827209,0.991008417,892.6224971,78.13343534,95.7231277,61.26661044,28.27047489,1,True,69713,5,overheating
1993,3,0.452429631,0.06482026,195.91003,20.61205632,60.40245784,62.14169292,47.24467909,4,True,17473,4,normal
2401,3,0.76366259,0.489607481,229.2886663,52.94729061,47.60810871,8.957443136,0.910747828,1,False,120006,6,pod_failure
3903,2,0.977218529,0.971853393,11.48249942,33.94699138,20.92617483,50.15687204,89.74266918,0,True,81365,4,normal
4342,3,0.5902965,0.647543195,805.9051237,144.7828496,78.2702299,30.55613688,18.49372158,3,True,146253,4,normal
3613,3,0.868576577,0.738910256,436.494755,88.00460104,48.7770701,34.05278187,41.28830015,0,False,64762,4,normal
4509,2,0.77262323,0.374999646,56.83650617,50.22717155,39.58612506,26.92552838,2.195766603,2,False,177146,7,pod_termination
884,0,0.476623252,0.093487948,415.686342,173.4205176,97.76220366,61.70807304,77.99633902,0,True,93038,3,network_latency_issue
871,3,0.541480227,0.931832791,280.0429721,31.17465696,60.27651421,73.90333606,53.9262732,0,True,196169,4,normal
1205,3,0.544506256,0.489006882,380.3608498,69.61608129,87.21161721,80.59878078,99.82690139,2,True,160433,2,memory_exhaustion
2331,3,0.972440983,0.542351485,912.9214014,98.15303505,87.17003639,38.15771336,71.08788281,2,True,145779,7,pod_termination
116,1,0.406754355,0.232719969,748.1780526,70.09007026,46.44555827,55.79125885,18.1941007,3,True,28138,2,memory_exhaustion
1361,1,0.832632339,0.281990113,421.0435985,121.5367562,71.93660176,7.666255439,74.74894798,2,True,109330,7,pod_termination
3907,1,0.704305693,0.038689653,684.2919567,57.78118728,45.76982975,53.38699402,90.88622094,0,True,63901,2,memory_exhaustion
490,2,0.646436766,0.142109109,386.5629059,180.8248333,79.43976657,53.47751628,91.91722708,0,False,59609,2,memory_exhaustion
3935,3,0.98980446,0.965761039,407.2869548,199.6130474,36.85274387,89.67964977,17.35099996,1,True,12641,6,pod_failure
2436,3,0.858033302,0.282326774,533.3424441,196.0590289,62.66557404,79.22198804,23.32810572,1,False,67412,6,pod_failure
775,2,0.741808569,0.220408344,78.00840427,63.03470733,37.85803904,20.08345442,42.79309176,2,False,176936,7,pod_termination
3581,3,0.187834862,0.044183835,316.4376388,123.4897558,84.58860348,49.49922312,19.08275511,4,True,193559,5,overheating
4912,1,0.206421193,0.183237118,475.4146153,105.1658245,20.70886737,30.0590572,30.38344293,0,True,57573,4,normal
4562,0,0.773446927,0.072984112,415.6308726,128.3378783,67.25963785,21.89365763,29.87225653,4,True,33270,4,normal
606,1,0.471798058,0.18234869,885.7871748,77.30649129,24.84904891,8.705942801,13.06705871,4,False,81742,4,normal
3649,0,0.83071444,0.989748162,49.61938478,176.1001164,86.88591144,62.84619529,55.61554398,4,False,37825,3,network_latency_issue
2818,1,0.35641948,0.509571356,201.0905762,168.1016122,39.67014786,63.07040746,80.48418669,0,False,157801,3,network_latency_issue
38,3,0.959846288,0.189221429,948.2657028,190.2157094,47.9054421,62.16874167,40.33052652,1,True,15273,1,disk_io_bottleneck
1236,2,0.33721059,0.451060633,998.4334833,42.00438737,39.23484699,85.13546422,20.54381042,1,False,161844,1,disk_io_bottleneck
4456,2,0.694486615,0.142026576,156.8612277,130.7801525,48.14683308,24.70756692,0.774263054,4,False,127288,4,normal
2683,0,0.208481654,0.711850181,510.334749,22.09603602,70.39454706,93.34637237,30.88954465,4,True,8011,0,cpu_exhaustion
1280,3,0.049127454,0.078065376,959.9767501,129.4843691,38.88657462,61.50830914,53.94736993,0,True,65749,1,disk_io_bottleneck
2237,1,0.264746271,0.440027688,766.0295793,145.6424938,28.61714805,48.60477256,60.71354453,3,True,103029,4,normal
2188,3,0.796389013,0.832934372,830.2022328,173.4485047,69.41814127,69.68241525,9.324766722,4,True,16309,3,network_latency_issue
2092,2,0.668949835,0.646435301,24.89602813,67.84915422,85.63463888,86.72415146,32.2852074,3,False,135261,5,overheating
3199,2,0.176156161,0.246488475,891.3290465,138.5341073,30.35404696,88.79652541,7.695374159,3,True,27188,2,memory_exhaustion
4305,0,0.883175613,0.436988626,334.7375151,97.36406428,62.13646817,92.60168959,71.90122163,4,True,1652,0,cpu_exhaustion
2357,0,0.522983157,0.745119141,43.69514564,134.8913713,59.09484936,50.61687954,79.83273301,2,True,154669,7,pod_termination
2268,2,0.035661115,0.345452615,679.4180434,127.177735,77.14813199,55.75974837,64.55548596,0,False,131737,4,normal
2145,3,0.491768751,0.886414158,520.075985,85.30029468,68.820508,62.21692721,77.52273056,4,False,36067,4,normal
1334,3,0.614274342,0.189095848,310.3078406,87.31350219,91.54632556,10.30529987,16.09855601,2,False,9446,7,pod_termination
1203,2,0.206972002,0.901173432,351.6730016,194.3285398,51.36301592,95.29888866,2.079065398,1,False,190250,0,cpu_exhaustion
3706,3,0.798804368,0.463801148,273.8164481,180.1400045,46.20214328,6.57756219,30.1798275,1,True,76558,6,pod_failure
4686,2,0.458449941,0.968386412,706.1126915,100.9061003,62.75774243,32.16644226,38.90582501,3,True,159216,2,memory_exhaustion
3215,2,0.078203523,0.987547808,718.3013593,46.94067133,94.22751441,43.55093853,79.8880114,0,True,100773,5,overheating
1965,1,0.591905942,0.605699322,421.545732,28.67325703,87.14916235,18.82555536,48.84504191,1,True,33142,6,pod_failure
4133,0,0.675755608,0.690729415,281.0360232,177.5898677,34.67636314,83.19837858,77.88294151,3,False,111828,2,memory_exhaustion
4401,3,0.826556483,0.963370221,508.2922113,101.7533588,70.80200571,13.96015735,58.5614463,2,False,169056,7,pod_termination
2498,2,0.679394815,0.743576443,756.9879997,38.41041183,89.20019077,48.83103437,91.82820662,1,True,75771,6,pod_failure
4648,3,0.780768392,0.103862345,799.7848003,162.3787355,33.26210805,55.62496815,17.32417933,0,False,175535,3,network_latency_issue
4048,1,0.328413264,0.318838989,229.8724289,30.42761812,79.49536888,26.11634415,22.25063222,3,True,7283,2,memory_exhaustion
2570,0,0.832535079,0.270410788,892.7248742,145.7948711,22.47336215,2.67111098,32.14054687,3,True,87178,2,memory_exhaustion
4298,2,0.898225834,0.573099993,727.8665254,180.9043119,47.73658562,64.24744024,87.63365947,0,True,32936,3,network_latency_issue
3164,3,0.179853481,0.662394527,247.6682163,187.5782279,41.03077526,27.69383578,94.39091759,2,True,137753,7,pod_termination
257,2,0.01140164,0.840111221,560.5043264,191.6416486,41.17465278,60.50186945,18.73566071,3,True,187436,3,network_latency_issue
4409,1,0.504676146,0.856619359,753.8432632,133.9385104,40.8721858,30.83886005,96.36462682,3,False,193932,2,memory_exhaustion
3886,2,0.00386149,0.376773828,60.73029139,136.2012169,65.86179559,45.71941524,88.93247727,1,True,143473,6,pod_failure
176,0,0.413158744,0.008695174,74.9251486,146.83622,69.18963939,87.0067008,58.83435452,0,True,140385,4,normal
4231,3,0.990007283,0.949104126,555.8015887,188.0067392,70.23322745,73.56645718,72.33792397,1,True,178883,3,network_latency_issue
3608,1,0.629241314,0.890514821,191.0835718,132.672316,91.70725078,82.62574476,91.55149132,4,False,185592,2,memory_exhaustion
725,1,0.402901828,0.763755232,603.0331037,87.85817991,29.45825853,99.31513525,69.98557685,0,True,115432,0,cpu_exhaustion
741,3,0.695099158,0.970763706,853.1752247,142.0434815,43.086722,52.75882951,87.45960776,2,False,93164,7,pod_termination
1509,3,0.950553039,0.419036218,817.2595946,43.03348127,50.95270276,37.24140647,42.2529654,3,True,68095,2,memory_exhaustion
359,1,0.191778098,0.059182271,936.6463026,65.50840467,64.6160088,46.11340903,38.13452886,0,True,25961,1,disk_io_bottleneck
324,1,0.926398394,0.141801384,353.1491107,54.25767217,28.08558707,17.94903148,14.05011137,4,True,36174,4,normal
3841,3,0.845200399,0.822824374,204.7632869,123.4408979,91.24944562,12.46759026,21.75438056,3,False,54246,2,memory_exhaustion
2129,1,0.563510497,0.726199382,331.1700553,122.1799965,35.99008906,69.27399715,51.34613483,3,True,48720,2,memory_exhaustion
4622,1,0.548189691,0.923064993,213.0767126,29.75460479,53.02313812,35.55504709,95.130947,0,False,134011,2,memory_exhaustion
3291,3,0.546145259,0.210104323,708.2670481,20.961375,28.79134738,36.21473969,98.27263775,4,False,70181,2,memory_exhaustion
427,0,0.828416221,0.181730745,480.1856011,92.40736816,83.80196895,34.12983214,29.66526531,3,True,90534,2,memory_exhaustion
2699,2,0.131697413,0.816188441,111.1126273,130.9333172,20.86733614,72.29499546,1.864293158,4,False,163240,4,normal
921,3,0.547210952,0.442535038,216.0506546,146.109935,90.05949607,30.0820012,7.51391245,1,False,198234,6,pod_failure
849,0,0.77059823,0.261742766,97.90646694,14.83729562,38.08745608,78.13176889,98.04581883,0,True,154411,2,memory_exhaustion
2562,1,0.458424925,0.634501534,552.6827901,0.505618435,50.28925336,5.028478944,56.22261705,2,False,51277,7,pod_termination
2059,2,0.430483835,0.320653679,880.4817484,27.88042531,32.15568383,44.22428843,1.558282759,3,True,113228,2,memory_exhaustion
3081,2,0.673575841,0.039619732,790.1548116,167.3576135,36.23048594,27.85200934,95.63119054,0,False,122522,2,memory_exhaustion
4972,1,0.456593038,0.2325201,749.2228393,121.8393853,87.86221569,71.74890093,14.24620771,3,True,50627,2,memory_exhaustion
2450,2,0.5735819,0.756480135,521.9095141,112.2557303,31.40366551,70.35517021,48.48602585,1,True,98614,6,pod_failure
2850,2,0.144711236,0.408328659,554.3415277,32.18890344,52.48047369,24.57809496,51.30444039,4,False,76065,4,normal
3356,1,0.643955869,0.763261101,721.1728619,148.8077386,93.46329754,12.0751773,62.77568274,3,False,20468,2,memory_exhaustion
1135,3,0.565592819,0.461586961,470.3542202,64.57596417,54.59572099,59.12511216,85.69736312,4,True,37001,4,normal
4306,3,0.562782093,0.95812602,136.596709,173.7088773,67.22258681,70.60617149,67.98222574,4,False,22581,3,network_latency_issue
4214,3,0.184652313,0.19646625,173.2810064,115.3046332,79.89663429,23.45982473,82.56300474,0,True,22543,4,normal
1475,0,0.832378405,0.997226105,10.99524407,8.040724467,41.82278184,93.26371523,12.00842802,3,True,23417,2,memory_exhaustion
3864,1,0.588295029,0.358447233,378.8206412,154.2123171,35.34312955,68.43543841,57.2441414,0,False,146626,3,network_latency_issue
3132,1,0.673452571,0.39872568,180.8238498,68.80415365,35.64160511,18.77248292,49.15547626,3,True,34552,2,memory_exhaustion
4539,2,0.666973784,0.766015031,567.4435905,48.60048895,25.12121796,49.62276602,70.38158549,3,True,69956,2,memory_exhaustion
3880,3,0.740726492,0.744680188,349.1443297,196.1711085,72.07569187,45.94096017,24.1087705,4,False,101157,3,network_latency_issue
3546,1,0.413961136,0.773749113,367.9622716,98.79047816,47.29639273,92.90127976,75.39692603,4,True,74474,0,cpu_exhaustion
37,2,0.652909178,0.542855165,209.3510351,127.0638793,55.41537616,0.757709036,33.47366161,2,True,110501,7,pod_termination
50,0,0.498898425,0.357897517,142.0259679,27.56542558,93.70595898,46.12378399,31.47102203,4,False,195005,5,overheating
4540,3,0.108095549,0.883376357,313.3988563,120.0672845,40.21224173,54.10158807,4.131430901,3,False,70723,2,memory_exhaustion
2108,1,0.709555894,0.085606134,17.4612209,186.8249102,48.38504433,56.34271786,14.73392674,2,False,127698,7,pod_termination
4154,3,0.626408526,0.724597874,880.7883001,54.3055091,86.04275573,56.01687466,75.40476569,2,False,39956,7,pod_termination
3281,2,0.11353714,0.499127261,44.05940479,21.47811516,21.45944724,78.42587834,55.70262422,4,True,91042,4,normal
2957,3,0.817388894,0.982438858,445.6303408,54.59717005,53.21393449,70.2878644,20.92124053,2,False,11981,7,pod_termination
515,2,0.421188697,0.840118406,931.7145522,103.4521763,63.00798142,6.841183878,51.41048099,4,False,148734,1,disk_io_bottleneck
1364,3,0.287482934,0.330198195,377.5294709,124.9638584,58.60053701,49.74632556,30.17412747,1,False,71043,6,pod_failure
188,0,0.639812983,0.350859975,393.1805673,6.360309479,52.84959297,69.84534938,85.22808049,1,False,19844,6,pod_failure
1922,1,0.213245595,0.390424593,919.6553224,135.5219826,68.64334796,9.434695052,70.00362041,2,False,121252,7,pod_termination
964,1,0.607074375,0.618282609,538.0935935,158.5651201,68.98378211,0.460375329,61.37248045,0,False,54310,3,network_latency_issue
1960,3,0.165051481,0.036356871,466.7975932,6.377920837,72.03219867,87.8838279,81.13665285,0,False,49897,4,normal
1935,3,0.04404874,0.310054861,957.6474245,111.0269443,37.11795363,62.68367453,29.26170941,4,False,70259,1,disk_io_bottleneck
276,1,0.890820728,0.20155631,679.0137825,91.96088825,62.33634363,13.30103069,60.81097544,0,False,127345,4,normal
1738,3,0.057468252,0.968207684,88.86246323,13.90190016,48.05750356,25.13011724,59.02173096,4,True,185607,4,normal
1276,2,0.855348999,0.15080988,655.7294618,39.30651235,43.80913746,47.79780067,97.2418116,4,False,187593,2,memory_exhaustion
2806,3,0.86484283,0.548559437,886.9707305,165.3829681,20.70454741,50.24888995,87.56516894,1,True,48202,6,pod_failure
3190,3,0.706568885,0.979894966,855.6106795,106.4457619,83.96904858,31.65548634,77.87451717,1,True,81771,6,pod_failure
4387,2,0.697098567,0.896065542,812.3555092,108.552786,38.02071394,45.26978924,91.46560583,4,False,72519,2,memory_exhaustion
356,2,0.680962054,0.728076554,418.2179792,52.75597557,52.81414689,0.56533788,27.0719552,3,False,172878,2,memory_exhaustion
